Date,Open,High,Low,Close,Adj Close,Volume,MA4,MA8
1985-10-07,0.27,0.29,0.27,0.29,0.23,160440000.0,0.7125000000000015,0.4912499999999993
1985-10-14,0.3,0.34,0.3,0.32,0.25,329033600.0,0.7175000000000015,0.49874999999999936
1985-10-21,0.32,0.34,0.31,0.32,0.25,256928000.0,0.30000000000000143,0.5049999999999994
1985-10-28,0.32,0.34,0.32,0.33,0.26,166140800.0,0.31500000000000145,0.5124999999999995
1985-11-04,0.33,0.37,0.33,0.37,0.29,268744000.0,0.3350000000000014,0.5237499999999995
1985-11-11,0.37,0.37,0.35,0.35,0.28,168767200.0,0.3425000000000014,0.5299999999999995
1985-11-18,0.35,0.36,0.34,0.34,0.27,122416000.0,0.3475000000000014,0.3237499999999994
1985-11-25,0.34,0.36,0.34,0.36,0.28,138101600.0,0.3550000000000014,0.3349999999999994
1985-12-02,0.36,0.37,0.35,0.35,0.28,152745600.0,0.3500000000000014,0.3424999999999994
1985-12-09,0.35,0.36,0.34,0.36,0.28,238700000.0,0.35250000000000137,0.3474999999999994
1985-12-16,0.36,0.41,0.36,0.4,0.32,358484000.0,0.3675000000000013,0.35749999999999943
1985-12-23,0.4,0.4,0.39,0.4,0.32,94141600.0,0.3775000000000014,0.3662499999999994
1985-12-30,0.4,0.4,0.39,0.4,0.32,138628000.0,0.39000000000000135,0.3699999999999994
1986-01-06,0.4,0.42,0.39,0.41,0.32,465914400.0,0.4025000000000013,0.3774999999999994
1986-01-13,0.41,0.44,0.4,0.43,0.34,447938400.0,0.41000000000000136,0.38874999999999943
1986-01-20,0.43,0.43,0.4,0.4,0.32,172692800.0,0.41000000000000136,0.39374999999999943
1986-01-27,0.4,0.44,0.39,0.41,0.33,396508000.0,0.4125000000000014,0.40124999999999944
1986-02-03,0.41,0.44,0.41,0.43,0.34,267747200.0,0.4175000000000015,0.4099999999999995
1986-02-10,0.43,0.44,0.42,0.42,0.34,161313600.0,0.41500000000000153,0.4124999999999995
1986-02-17,0.42,0.46,0.42,0.45,0.36,208695200.0,0.42750000000000155,0.4187499999999995
1986-02-24,0.45,0.48,0.44,0.45,0.35,217459200.0,0.4375000000000016,0.42499999999999954
1986-03-03,0.45,0.46,0.43,0.44,0.35,143119200.0,0.44000000000000167,0.4287499999999995
1986-03-10,0.44,0.47,0.44,0.47,0.37,191262400.0,0.4525000000000017,0.43374999999999947
1986-03-17,0.46,0.53,0.45,0.49,0.39,430617600.0,0.46250000000000174,0.44499999999999945
1986-03-24,0.49,0.52,0.47,0.5,0.4,254133600.0,0.4750000000000017,0.4562499999999994
